layer,head,spearman_cv
17,26,0.5724762678146362
25,2,0.571362316608429
28,23,0.5712605714797974
32,30,0.571158766746521
11,21,0.5710569620132446
10,32,0.5703218579292297
28,14,0.5701918601989746
8,10,0.5693662762641907
17,29,0.5685293674468994
13,29,0.5681166052818298
30,2,0.5677773356437683
24,21,0.5652666687965393
28,1,0.5646446943283081
32,2,0.5644410848617554
15,15,0.5642997622489929
22,32,0.5629313588142395
8,29,0.5628973841667175
16,19,0.5621510148048401
11,25,0.5614611506462097
22,13,0.5613876581192017
6,28,0.5601775646209717
31,19,0.5599231123924255
19,21,0.5596403479576111
32,13,0.5595442652702332
16,12,0.5594537854194641
29,32,0.5592162609100342
19,28,0.5589392185211182
26,13,0.5584754943847656
17,22,0.5581588745117188
24,24,0.5576556324958801
8,31,0.5576329827308655
9,18,0.5575820803642273
29,16,0.5574407577514648
28,24,0.5569317936897278
8,7,0.5552127957344055
22,27,0.554890513420105
9,11,0.554489016532898
28,2,0.553165853023529
30,5,0.5531206130981445
29,10,0.5524929761886597
8,15,0.552470326423645
24,19,0.5506609082221985
21,21,0.5504347085952759
6,25,0.5498862266540527
28,32,0.5492811799049377
26,21,0.5491002202033997
11,28,0.5486308932304382
11,6,0.5485347509384155
19,20,0.5479240417480469
22,31,0.5478335618972778
28,26,0.5475056171417236
20,26,0.5467535853385925
15,3,0.5467422604560852
12,15,0.5461824536323547
29,20,0.5443843007087708
10,2,0.5440337061882019
28,7,0.5422072410583496
11,11,0.5421280860900879
11,2,0.5418849587440491
18,23,0.5418679714202881
19,30,0.5405787229537964
11,27,0.5400245785713196
24,5,0.539702296257019
27,30,0.539628803730011
20,22,0.5384978652000427
27,22,0.5383791327476501
8,13,0.5379323959350586
29,17,0.5368693470954895
13,4,0.5342795252799988
16,3,0.5333974361419678
27,19,0.5330525040626526
17,20,0.531118631362915
12,9,0.531011164188385
17,30,0.5299142003059387
7,24,0.529835045337677
23,21,0.5298123955726624
14,28,0.529541015625
18,27,0.5268154740333557
13,12,0.5264931917190552
19,24,0.5249268412590027
17,13,0.5249268412590027
26,22,0.5235810279846191
31,4,0.5230268836021423
28,21,0.5230156183242798
13,10,0.5214831829071045
12,4,0.5213871002197266
17,23,0.5210986733436584
8,11,0.5210873484611511
28,22,0.5210138559341431
18,30,0.5194758176803589
26,7,0.5187293887138367
20,2,0.518463671207428
27,23,0.5183053016662598
31,16,0.5182035565376282
21,27,0.5179207921028137
32,9,0.5174458026885986
18,31,0.5166881084442139
26,6,0.5162696838378906
31,23,0.5151669979095459
28,27,0.5148729681968689
9,14,0.5148617029190063
31,12,0.5143867135047913
31,6,0.5141322612762451
31,7,0.5138721466064453
24,9,0.5133405923843384
29,8,0.5131143927574158
23,22,0.5120570063591003
17,21,0.509331464767456
15,7,0.5090826749801636
21,22,0.5082288384437561
15,5,0.5077142715454102
26,16,0.5072279572486877
13,19,0.5055089592933655
14,8,0.5022180080413818
10,30,0.5002841353416443
12,28,0.4986499547958374
32,24,0.4975416660308838
30,23,0.4973267912864685
17,8,0.49669912457466125
18,24,0.4953872561454773
16,23,0.49454474449157715
11,20,0.49444860219955444
20,28,0.49289360642433167
29,31,0.49245819449424744
11,10,0.49224331974983215
19,25,0.491383820772171
24,2,0.49002671241760254
19,26,0.4899871349334717
10,21,0.48960262537002563
30,13,0.489201158285141
7,23,0.4865265190601349
30,21,0.48648127913475037
29,24,0.48641908168792725
25,1,0.4861137568950653
32,5,0.48493194580078125
22,30,0.4849036633968353
8,8,0.4836539924144745
13,15,0.48146000504493713
26,32,0.48140913248062134
25,20,0.4804817736148834
11,26,0.4804534912109375
23,13,0.4803743362426758
12,1,0.4795261323451996
19,3,0.4794583022594452
23,17,0.47901156544685364
15,8,0.4781351089477539
25,17,0.47752442955970764
8,5,0.47660836577415466
28,13,0.4760598838329315
16,16,0.4714740216732025
14,30,0.47125348448753357
28,30,0.47028088569641113
28,12,0.46918389201164246
29,21,0.46907082200050354
7,21,0.46750450134277344
